Holdings details

Total World Stock ETF (VT)


Equity,as of 09/30/2020

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,6620888,Trusco Nakayama Corp.,9830,<0.01%,Trading Companies & Distributors,JP,---,"$341,796.25","13,500"
,6188193,Malaysia Airports Holdings Bhd.,AIRPORT,<0.01%,Airport Services,MY,---,"$341,782.98","297,600"
,2635659,TTM Technologies Inc.,TTMI,<0.01%,Electronic Manufacturing Services,US,---,"$341,775.14","29,954"
,BNQ4GF3,Luye Pharma Group Ltd.,2186,<0.01%,Pharmaceuticals,CN,---,"$341,624.39","585,000"
,6302410,Technology One Ltd.,TNE,<0.01%,Application Software,AU,---,"$341,571.78","59,623"
,BJYJ845,PointsBet Holdings Pty Ltd.,PBH,<0.01%,Casinos & Gaming,AU,---,"$341,298.50","43,749"
,6715267,InvoCare Ltd.,IVC,<0.01%,Specialized Consumer Services,AU,---,"$341,194.57","48,562"
,6535261,Shenzhen Investment Ltd.,604,<0.01%,Diversified Real Estate Activites,CN,---,"$341,156.84","1,161,953"
,6425362,Pilot Corp.,7846,<0.01%,Office Services & Supplies,JP,---,"$341,093.16","11,600"
,BP3R2Y0,Baoshan Iron & Steel Co. Ltd.,600019,<0.01%,Steel,CN,---,"$340,997.12","464,000"
,6429159,Hitachi Capital Corp.,8586,<0.01%,Consumer Finance,JP,---,"$340,941.76","14,500"
,2483223,Kaman Corp.,KAMN,<0.01%,Aerospace & Defense,US,---,"$340,909.56","8,748"
,6758422,Ruentex Industries Ltd.,2915,<0.01%,Textiles,TW,---,"$340,893.89","151,960"
,BYWVH74,Cadence BanCorp,CADE,<0.01%,Regional Banks,US,---,"$340,653.63","39,657"
,BKRC5K3,Polypipe Group plc,PLP,<0.01%,Building Products,GB,---,"$340,404.68","61,015"
,6263164,Daiseki Co. Ltd.,9793,<0.01%,Environmental & Facilities Services,JP,---,"$340,328.80","13,600"
,B7SVZ97,Flagstar Bancorp Inc.,FBC,<0.01%,Thrifts & Mortgage Finance,US,---,"$340,182.03","11,481"
,6105136,United Integrated Services Co. Ltd.,2404,<0.01%,Construction & Engineering,TW,---,"$340,126.79","50,200"
,BP3R240,China Petroleum & Chemical Corp.,600028,<0.01%,Integrated Oil & Gas,CN,---,"$340,016.33","591,100"
,BF0Q262,Mirae Asset Daewoo Co. Ltd.,00680K,<0.01%,Diversified Capital Markets,KR,---,"$339,870.64","90,602"
,B6WTLK3,Seera Group Holding,1810,<0.01%,"Hotels, Resorts & Cruise Lines",SA,---,"$339,863.96","66,719"
,BYVLR75,Office Properties Income Trust,OPI,<0.01%,Office REITs,US,---,"$339,828.72","16,401"
,B00ZC75,Kardex Holding AG,KARN,<0.01%,Industrial Machinery,CH,---,"$339,626.84","1,827"
,6638331,Nichiha Corp.,7943,<0.01%,Building Products,JP,---,"$339,586.69","11,300"
,BFXP664,Muangthai Capital PCL,MTC-F,<0.01%,Consumer Finance,TH,---,"$339,504.51","216,700"
,B4MG4Z6,AMC Networks Inc.,AMCX,<0.01%,Broadcasting,US,---,"$339,367.14","13,734"
,6537085,NH Investment & Securities Co. Ltd.,005940,<0.01%,Investment Banking & Brokerage,KR,---,"$339,170.48","43,432"
,BVVQ8X2,Macnica Fuji Electronics Holdings Inc.,3132,<0.01%,Technology Distributors,JP,---,"$339,167.97","18,500"
,BN65SJ4,Trinseo SA,TSE,<0.01%,Commodity Chemicals,US,---,"$338,909.52","13,218"
,B5B1TP4,VTB Bank PJSC,VTBR,<0.01%,Diversified Banks,RU,---,"$338,781.31","765,146,460"
,BJ321P7,Ecopro BM Co. Ltd.,247540,<0.01%,Electrical Components & Equipment,KR,---,"$338,708.25","2,910"
,BTJR9M9,Klovern AB,KLOV B,<0.01%,Real Estate Operating Companies,SE,---,"$338,651.44","183,923"
,6208422,Beijing Capital International Airport Co. Ltd.,694,<0.01%,Airport Services,CN,---,"$338,592.17","560,000"
,BVV6CY1,Xenia Hotels & Resorts Inc.,XHR,<0.01%,Hotel & Resort REITs,US,---,"$338,460.22","38,549"
,BP3R2H3,China CITIC Bank Corp. Ltd.,601998,<0.01%,Diversified Banks,CN,---,"$338,049.59","454,900"
,BP3R518,AECC Aviation Power Co. Ltd.,600893,<0.01%,Aerospace & Defense,CN,---,"$337,697.55","55,600"
,6640983,Nishimatsu Construction Co. Ltd.,1820,<0.01%,Construction & Engineering,JP,---,"$337,680.39","17,000"
,BD9FS46,Fortress REIT Ltd.,FFA,<0.01%,Diversified REITs,ZA,---,"$337,603.70","432,641"
,BP3R6K4,Fuyao Glass Industry Group Co. Ltd.,600660,<0.01%,Auto Parts & Equipment,CN,---,"$337,485.05","70,700"
,BYSJJ43,Cosmo Energy Holdings Co. Ltd.,5021,<0.01%,Oil & Gas Refining & Marketing,JP,---,"$337,381.37","23,600"
,2161778,City Holding Co.,CHCO,<0.01%,Regional Banks,US,---,"$337,364.16","5,856"
,BKF2W48,XD Inc.,2400,<0.01%,Interactive Home Entertainment,CN,---,"$337,031.52","66,600"
,B018V76,Huron Consulting Group Inc.,HURN,<0.01%,Research & Consulting Services,US,---,"$336,940.11","8,567"
,B2827W2,Hansa Biopharma AB,HNSA,<0.01%,Biotechnology,SE,---,"$336,882.94","12,702"
,BDZZRW1,Saipem SPA,SPM,<0.01%,Oil & Gas Equipment & Services,IT,---,"$336,802.50","195,818"
,BKM53G9,OneConnect Financial Technology Co. Ltd.,OCFT,<0.01%,Application Software,CN,ADR,"$336,731.70","15,809"
,BD9BPN2,Neinor Homes SA,HOME,<0.01%,Homebuilding,ES,---,"$336,653.75","26,333"
,6160050,CKD Corp.,6407,<0.01%,Industrial Machinery,JP,---,"$336,612.16","20,500"
,BYLY8H1,Evolent Health Inc.,EVH,<0.01%,Health Care Technology,US,---,"$336,248.95","27,095"
,BH0W286,Kerry Logistics Network Ltd.,636,<0.01%,Air Freight & Logistics,HK,---,"$336,117.76","185,500"
,BD9Y5C0,Technogym SPA,TGYM,<0.01%,Leisure Products,IT,---,"$335,959.96","39,282"
,4082628,Befimmo SA,BEFB,<0.01%,Office REITs,BE,---,"$335,935.62","7,515"
,B4X4D29,Fleury SA,FLRY3,<0.01%,Health Care Services,BR,---,"$335,721.08","71,200"
,B136MP0,National Industrialization Co.,2060,<0.01%,Commodity Chemicals,SA,---,"$335,712.01","94,650"
,5260768,Sixt SE,SIX2,<0.01%,Trucking,DE,---,"$335,691.85","3,725"
,2106661,FARO Technologies Inc.,FARO,<0.01%,Electronic Equipment & Instruments,US,---,"$335,390.00","5,500"
,BYY2W03,Dr Lal PathLabs Ltd.,LALPATHLAB,<0.01%,Health Care Services,IN,---,"$335,265.13","13,127"
,B84KWJ4,SeaWorld Entertainment Inc.,SEAS,<0.01%,Leisure Facilities,US,---,"$335,240.00","17,000"
,BKPR6S5,Constellium SE,CSTM,<0.01%,Aluminum,US,---,"$335,195.00","42,700"
,6357001,Fuji Soft Inc.,9749,<0.01%,Systems Software,JP,---,"$335,177.58","6,500"
,B05BDX1,Hudbay Minerals Inc.,HBM,<0.01%,Diversified Metals & Mining,CA,---,"$335,144.72","79,265"
,B12TR11,Atea ASA,ATEA,<0.01%,IT Consulting & Other Services,NO,---,"$335,107.51","27,198"
,BN56JP1,Prologis Property Mexico SA de CV,FIBRAPL14,<0.01%,Industrial REITs,MX,---,"$334,925.19","172,627"
,BFY6LL6,Pendal Group Ltd.,PDL,<0.01%,Asset Management & Custody Banks,AU,---,"$334,870.16","84,607"
,6716538,Taiwan Union Technology Corp.,6274,<0.01%,Electronic Components,TW,---,"$334,757.00","86,000"
,6774655,Sangetsu Corp.,8130,<0.01%,Home Furnishings,JP,---,"$334,536.23","21,700"
,6740140,Taiwan Surface Mounting Technology Corp.,6278,<0.01%,Semiconductors,TW,---,"$334,270.80","92,250"
,BMVT214,Betsson AB,BETS B,<0.01%,Casinos & Gaming,SE,---,"$334,113.86","43,587"
,B3ZC078,Megmilk Snow Brand Co. Ltd.,2270,<0.01%,Packaged Foods & Meats,JP,---,"$334,055.59","13,800"
,BLLJ381,Anima Holding SPA,ANIM,<0.01%,Asset Management & Custody Banks,IT,---,"$333,612.27","85,088"
,BLPHWK6,ODP Corp.,ODP,<0.01%,Specialty Stores,US,---,"$333,489.70","17,146"
,2434180,Home Capital Group Inc.,HCG,<0.01%,Thrifts & Mortgage Finance,CA,---,"$333,079.61","20,552"
,2543967,Macerich Co.,MAC,<0.01%,Retail REITs,US,---,"$333,076.66","49,054"
,B62WZW2,Advance Residence Investment Corp.,3269,<0.01%,Residential REITs,JP,---,"$332,876.74",113
,BP3R444,NARI Technology Co. Ltd.,600406,<0.01%,Heavy Electrical Equipment,CN,---,"$332,596.75","114,400"
,6077019,Bangkok Bank PCL,BBL-F,<0.01%,Diversified Banks,TH,---,"$332,421.03","109,098"
,B01C253,Shoei Co. Ltd.,7839,<0.01%,Auto Parts & Equipment,JP,---,"$332,303.20","10,000"
,2419927,Cominar Real Estate Investment Trust,CUF.UN,<0.01%,Diversified REITs,CA,---,"$332,065.34","60,240"
,BYYY339,Kogan.com Ltd.,KGN,<0.01%,Internet & Direct Marketing Retail,AU,---,"$331,724.04","22,722"
,BKTC976,Pennant Group Inc.,PNTG,<0.01%,Health Care Facilities,US,---,"$331,616.00","8,600"
,BL10N28,Genesis Energy Ltd.,GNE,<0.01%,Electric Utilities,NZ,---,"$331,437.06","170,055"
,BP3R3D6,China Railway Group Ltd.,601390,<0.01%,Construction & Engineering,CN,---,"$331,403.75","417,300"
,BKF1H51,Traton SE,8TRA,<0.01%,Construction Machinery & Heavy Trucks,DE,---,"$331,221.76","16,708"
,6005504,Jiangsu Expressway Co. Ltd.,177,<0.01%,Highways & Railtracks,CN,---,"$331,116.09","328,000"
,6436450,Hong Leong Financial Group Bhd.,HLFG,<0.01%,Diversified Banks,MY,---,"$331,101.80","95,942"
,BD5CP28,TCL Technology Group Corp.,000100,<0.01%,Consumer Electronics,CN,---,"$330,925.90","363,800"
,BFRB2W6,IGG Inc.,799,<0.01%,Interactive Home Entertainment,HK,---,"$330,820.33","288,000"
,6570400,Manappuram Finance Ltd.,MANAPPURAM,<0.01%,Consumer Finance,IN,---,"$330,686.24","154,066"
,6019011,Inner Mongolia Yitai Coal Co. Ltd.,900948,<0.01%,Coal & Consumable Fuels,CN,---,"$330,673.61","479,704"
,2698146,Getty Realty Corp.,GTY,<0.01%,Retail REITs,US,---,"$330,613.11","12,711"
,6804165,77 Bank Ltd.,8341,<0.01%,Regional Banks,JP,---,"$330,404.17","21,400"
,BYPKSR5,Itoham Yonekyu Holdings Inc.,2296,<0.01%,Packaged Foods & Meats,JP,---,"$330,302.01","46,072"
,B5B1RP0,Magnitogorsk Iron & Steel Works PJSC,MAGN,<0.01%,Steel,RU,---,"$330,229.05","665,331"
,6602745,Morita Holdings Corp.,6455,<0.01%,Construction Machinery & Heavy Trucks,JP,---,"$329,727.10","16,900"
,6196077,Lao Feng Xiang Co. Ltd.,900905,<0.01%,"Apparel, Accessories & Luxury Goods",CN,---,"$329,592.61","110,794"
,B45C9X4,Chemring Group plc,CHG,<0.01%,Aerospace & Defense,GB,---,"$329,504.84","106,091"
,BD0CRV6,Enav SPA,ENAV,<0.01%,Airport Services,IT,---,"$329,381.80","86,759"
,BZ0CT92,Pandox AB,PNDX B,<0.01%,"Hotels, Resorts & Cruise Lines",SE,---,"$329,277.32","28,722"
,B13G6L4,Hanall Biopharma Co. Ltd.,009420,<0.01%,Pharmaceuticals,KR,---,"$328,979.75","11,383"
,4115223,Banca Popolare di Sondrio SCPA,BPSO,<0.01%,Diversified Banks,IT,---,"$328,482.77","156,731"
,2077347,Laurentian Bank of Canada,LB,<0.01%,Diversified Banks,CA,---,"$328,269.84","15,982"
,BLY2FB4,Stock Yards Bancorp Inc.,SYBT,<0.01%,Regional Banks,US,---,"$328,247.72","9,643"
,BYY2WB4,Alkem Laboratories Ltd.,ALKEM,<0.01%,Pharmaceuticals,IN,---,"$328,045.88","8,685"
,6214128,MRF Ltd.,MRF,<0.01%,Tires & Rubber,IN,---,"$327,978.85",405
,6454861,Indocement Tunggal Prakarsa Tbk PT,INTP,<0.01%,Construction Materials,ID,---,"$327,814.69","467,900"
,6698755,Glenmark Pharmaceuticals Ltd.,GLENMARK,<0.01%,Pharmaceuticals,IN,---,"$327,687.69","49,986"
,BYSGKW9,Costa Group Holdings Ltd.,CGC,<0.01%,Agricultural Products,AU,---,"$327,544.43","135,146"
,2782038,Schweitzer-Mauduit International Inc.,SWM,<0.01%,Paper Products,US,---,"$327,543.42","10,778"
,6494522,Kiyo Bank Ltd.,8370,<0.01%,Regional Banks,JP,---,"$327,517.86","21,207"
,BWCGVX9,Granules India Ltd.,GRANULES,<0.01%,Pharmaceuticals,IN,---,"$327,498.65","62,770"
,BZ8TP86,WONIK IPS Co. Ltd.,240810,<0.01%,Semiconductor Equipment,KR,---,"$327,328.50","11,510"
,B6X51B1,TCI Co. Ltd.,8436,<0.01%,Personal Products,TW,---,"$327,169.27","35,022"
,B62G9D3,Capital & Counties Properties plc,CAPC,<0.01%,Retail REITs,GB,---,"$326,608.85","226,702"
,2578293,Lennar Corp.,LEN.B,<0.01%,Homebuilding,US,---,"$326,001.90","4,965"
,2388016,Greif Inc.,GEF,<0.01%,Metal & Glass Containers,US,---,"$325,890.00","9,000"
,BZ04921,Munters Group AB,MTRS,<0.01%,Building Products,SE,---,"$325,884.23","41,835"
,B1Z7L21,OceanaGold Corp.,OGC,<0.01%,Gold,CA,---,"$325,812.29","211,627"
,B2Q7WL3,REC Ltd.,RECLTD,<0.01%,Specialized Finance,IN,---,"$325,706.60","241,719"
,B58RBK4,Kaisa Group Holdings Ltd.,1638,<0.01%,Real Estate Development,CN,---,"$325,690.23","633,000"
,B2PF1B1,Rabigh Refining & Petrochemical Co.,2380,<0.01%,Oil & Gas Refining & Marketing,SA,---,"$325,686.05","78,072"
,6291790,Whirlpool of India Ltd.,WHIRLPOOL,<0.01%,Household Appliances,IN,---,"$325,596.30","10,912"
,6772853,San-In Godo Bank Ltd.,8381,<0.01%,Regional Banks,JP,---,"$324,807.37","60,300"
,BD0BBZ5,HDC Hyundai Development Co-Engineering & Construction,294870,<0.01%,Construction & Engineering,KR,---,"$324,637.81","17,841"
,6384344,Great Wall Enterprise Co. Ltd.,1210,<0.01%,Packaged Foods & Meats,TW,---,"$324,627.28","221,501"
,6971779,China Traditional Chinese Medicine Holdings Co. Ltd.,570,<0.01%,Pharmaceuticals,CN,---,"$324,455.14","772,000"
,B1V04K3,UT Group Co. Ltd.,2146,<0.01%,Human Resource & Employment Services,JP,---,"$324,406.32","9,500"
,2972851,Winpak Ltd.,WPK,<0.01%,Metal & Glass Containers,CA,---,"$324,264.95","9,500"
,6356495,Fuji Kyuko Co. Ltd.,9010,<0.01%,Leisure Facilities,JP,---,"$324,259.25","8,700"
,B9L5200,Enanta Pharmaceuticals Inc.,ENTA,<0.01%,Biotechnology,US,---,"$323,801.94","7,073"
,2335001,Ferro Corp.,FOE,<0.01%,Specialty Chemicals,US,---,"$323,640.00","26,100"
,6603920,Wacom Co. Ltd.,6727,<0.01%,"Technology Hardware, Storage & Periphera",JP,---,"$323,584.72","49,000"
,B15CL93,CIE Automotive SA,CIE,<0.01%,Auto Parts & Equipment,ES,---,"$323,563.87","17,148"
,B9DL3B4,Linx SA,LINX3,<0.01%,Application Software,BR,---,"$323,456.61","52,500"
,BBNBTD2,Esperion Therapeutics Inc.,ESPR,<0.01%,Biotechnology,US,---,"$323,379.00","8,700"
,6928560,VTech Holdings Ltd.,303,<0.01%,Communications Equipment,HK,---,"$323,106.14","51,800"
,6100250,Sanofi India Ltd.,SANOFI,<0.01%,Pharmaceuticals,IN,---,"$323,091.23","2,753"
,6328450,Far Eastern International Bank,2845,<0.01%,Diversified Banks,TW,---,"$323,048.76","908,955"
,B2PWTM9,Ezdan Holding Group QSC,ERES,<0.01%,Real Estate Operating Companies,QA,---,"$322,880.00","611,170"
,B17PYF7,GeneOne Life Science Inc.,011000,<0.01%,Biotechnology,KR,---,"$322,416.28","12,600"
,B67G5X0,Workspace Group plc,WKP,<0.01%,Office REITs,GB,---,"$322,296.49","46,453"
,B02R4D9,Aker ASA,AKER,<0.01%,Multi-Sector Holdings,NO,---,"$321,934.92","7,472"
,BYZGMM6,Scandinavian Tobacco Group A/S,STG,<0.01%,Tobacco,DK,---,"$321,602.82","21,715"
,6712611,Codan Ltd./Australia,CDA,<0.01%,Electronic Equipment & Instruments,AU,---,"$321,510.72","40,317"
,2523367,Lojas Americanas SA,LAME3,<0.01%,General Merchandise Stores,BR,---,"$320,842.25","73,845"
,B0D7494,EDP - Energias do Brasil SA,ENBR3,<0.01%,Electric Utilities,BR,---,"$320,760.78","103,467"
,2259190,iStar Inc.,STAR,<0.01%,Diversified REITs,US,---,"$320,759.60","27,160"
,6190239,Cheng Loong Corp.,1904,<0.01%,Paper Packaging,TW,---,"$320,532.04","293,000"
,2273446,Encore Wire Corp.,WIRE,<0.01%,Electrical Components & Equipment,US,---,"$320,298.00","6,900"
,B1L8PB5,Tong Hsing Electronic Industries Ltd.,6271,<0.01%,Electronic Components,TW,---,"$320,248.47","69,000"
,4635088,Telekom Austria AG,TKA,<0.01%,Integrated Telecommunication Services,AT,---,"$320,183.10","45,351"
,BYM8V06,True Corp. PCL,TRUE-F,<0.01%,Integrated Telecommunication Services,TH,---,"$320,154.38","3,256,454"
,6148045,Qatar Insurance Co. SAQ,QATI,<0.01%,Property & Casualty Insurance,QA,---,"$319,940.88","508,720"
,6139759,Atul Ltd.,ATUL,<0.01%,Diversified Chemicals,IN,---,"$319,769.37","3,848"
,BYR4KP7,GRENKE AG,GLJ,<0.01%,Specialized Finance,DE,---,"$319,752.00","8,656"
,6581941,Land & Houses PCL,LH-R,<0.01%,Real Estate Development,TH,---,"$319,594.65","1,482,900"
,6496250,Komeri Co. Ltd.,8218,<0.01%,Home Improvement Retail,JP,---,"$319,222.05","10,100"
,6798666,Shanghai Lujiazui Finance & Trade Zone Development Co. Ltd.,900932,<0.01%,Diversified Real Estate Activites,CN,---,"$319,194.59","380,411"
,BFD6SZ0,AK Medical Holdings Ltd.,1789,<0.01%,Health Care Equipment,CN,---,"$319,121.94","124,000"
,B27WY88,Duratex SA,DTEX3,<0.01%,Forest Products,BR,---,"$318,904.90","99,885"
,BD5CPZ1,Zoomlion Heavy Industry Science and Technology Co. Ltd.,000157,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$318,856.12","266,700"
,B3NWJQ2,Genworth MI Canada Inc.,MIC,<0.01%,Thrifts & Mortgage Finance,CA,---,"$318,810.27","12,294"
,B8F2T65,China Yongda Automobiles Services Holdings Ltd.,3669,<0.01%,Automotive Retail,CN,---,"$318,779.11","267,000"
,6336248,TXC Corp.,3042,<0.01%,Electronic Components,TW,---,"$318,606.86","127,000"
,BF01YS3,Cronos Group Inc.,CRON,<0.01%,Pharmaceuticals,CA,---,"$318,440.08","63,381"
,6657682,Oki Electric Industry Co. Ltd.,6703,<0.01%,Electronic Equipment & Instruments,JP,---,"$318,433.05","29,500"
,2856289,Sturm Ruger & Co. Inc.,RGR,<0.01%,Leisure Products,US,---,"$318,032.00","5,200"
,2156503,Waddell & Reed Financial Inc.,WDR,<0.01%,Asset Management & Custody Banks,US,---,"$317,790.00","21,400"
,B0QDXM5,AIA Engineering Ltd.,AIAENG,<0.01%,Industrial Machinery,IN,---,"$317,597.79","12,648"
,BKV3Z24,Electrolux Professional AB,EPRO B,<0.01%,Industrial Machinery,SE,---,"$317,411.23","79,280"
,6988393,Pharmicell Co. Ltd.,005690,<0.01%,Biotechnology,KR,---,"$317,138.96","20,513"
,B0VDZN5,Coromandel International Ltd.,COROMANDEL,<0.01%,Fertilizers & Agricultural Chemicals,IN,---,"$317,074.63","30,238"
,BD5CL75,Unigroup Guoxin Microelectronics Co. Ltd.,002049,<0.01%,Semiconductors,CN,---,"$316,947.87","18,000"
,B7J4PX9,Saudi Airlines Catering Co.,6004,<0.01%,Restaurants,SA,---,"$316,826.41","14,408"
,BYXXQB6,Syngene International Ltd.,SYNGENE,<0.01%,Life Sciences Tools & Services,IN,---,"$315,863.27","41,990"
,B1FCQX2,Voltas Ltd.,VOLTAS,<0.01%,Construction & Engineering,IN,---,"$315,690.12","34,114"
,4899572,Robertet SA,RBT,<0.01%,Specialty Chemicals,FR,---,"$315,539.73",277
,6124142,Bajaj Holdings & Investment Ltd.,BAJAJHLDNG,<0.01%,Multi-Sector Holdings,IN,---,"$315,361.50","9,560"
,BYQN3W3,B Grimm Power PCL,BGRIM-F,<0.01%,Independent Power Producers & Energy Traders,---,---,"$315,295.66","235,500"
,5964640,Sanoma Oyj,SAA1V,<0.01%,Publishing,FI,---,"$315,019.63","24,619"
,6151292,Shikun & Binui Ltd.,SKBN,<0.01%,Construction & Engineering,IL,---,"$314,987.96","70,237"
,6555946,Fraser & Neave Holdings Bhd.,F&N,<0.01%,Soft Drinks,MY,---,"$314,892.69","40,700"
,B136WG1,Qassim Cement Co.,3040,<0.01%,Construction Materials,SA,---,"$314,657.77","15,883"
,BQJZQJ8,Mando Corp.,204320,<0.01%,Auto Parts & Equipment,KR,---,"$314,561.71","10,335"
,BDFM1K8,Westports Holdings Bhd.,WPRTS,<0.01%,Marine Ports & Services,MY,---,"$314,372.74","336,100"
,B08X163,Sembcorp Industries Ltd.,U96,<0.01%,Industrial Conglomerates,SG,---,"$314,083.01","317,431"
,B544N70,Zoomlion Heavy Industry Science and Technology Co. Ltd.,1157,<0.01%,Construction Machinery & Heavy Trucks,CN,---,"$313,990.08","324,980"
,B8SGSP6,Grupo Argos SA/Colombia,GRUPOARGOS,<0.01%,Construction Materials,CO,---,"$313,663.76","103,482"
,BG5KMH7,Tianli Education International Holdings Ltd.,1773,<0.01%,Education Services,CN,---,"$313,602.29","358,000"
,B1L3VL2,Oscotec Inc.,039200,<0.01%,Pharmaceuticals,KR,---,"$313,307.77","7,991"
,2255778,Covanta Holding Corp.,CVA,<0.01%,Environmental & Facilities Services,US,---,"$313,278.25","40,423"
,6721930,Arcs Co. Ltd.,9948,<0.01%,Food Retail,JP,---,"$313,212.49","12,200"
,0621520,National Express Group plc,NEX,<0.01%,Trucking,GB,---,"$312,750.83","159,120"
,5957480,Telefonaktiebolaget LM Ericsson,ERIC A,<0.01%,Communications Equipment,SE,---,"$312,688.98","26,259"
,6484686,Kawasaki Kisen Kaisha Ltd.,9107,<0.01%,Marine,JP,---,"$312,314.80","27,899"
,B17MN40,Ilyang Pharmaceutical Co. Ltd.,007570,<0.01%,Pharmaceuticals,KR,---,"$312,179.59","4,628"
,BYR4L21,Euskaltel SA,EKT,<0.01%,Integrated Telecommunication Services,ES,---,"$312,018.65","29,552"
,6892665,TKC Corp.,9746,<0.01%,Data Processing & Outsourced Services,JP,---,"$311,768.55","4,800"
,7106354,NKT A/S,NKT,<0.01%,Electrical Components & Equipment,DK,---,"$311,385.01","10,429"
,B1638D8,Amorepacific Corp.,090435,<0.01%,Personal Products,KR,---,"$311,319.36","6,323"
,BZCDFX9,Cogeco Communications Inc.,CCA,<0.01%,Cable & Satellite,CA,---,"$311,034.26","3,793"
,B06JSP1,Sydbank AS,SYDB,<0.01%,Diversified Banks,DK,---,"$310,836.86","19,827"
,2393452,Grupo Carso SAB de CV,GCARSOA1,<0.01%,Industrial Conglomerates,MX,---,"$310,715.19","151,230"
,BZ8VC58,CoreCivic Inc.,CXW,<0.01%,Specialized REITs,US,---,"$310,576.00","38,822"
,0879471,Telecom Plus plc,TEP,<0.01%,Multi-Utilities,GB,---,"$310,336.96","18,074"
,BYN87K7,Hope Bancorp Inc.,HOPE,<0.01%,Regional Banks,US,---,"$309,877.59","40,854"
,B51WP26,Nippon Light Metal Holdings Co. Ltd.,5703,<0.01%,Aluminum,JP,---,"$309,750.34","19,530"
,6651093,United Development Co. QSC,UDCD,<0.01%,Real Estate Development,QA,---,"$309,708.06","604,560"
,B953PM3,Daqo New Energy Corp.,DQ,<0.01%,Semiconductor Equipment,CN,ADR,"$309,699.60","2,290"
,BD5CFP1,Beijing Oriental Yuhong Waterproof Technology Co. Ltd.,002271,<0.01%,Construction Materials,CN,---,"$309,694.87","38,900"
,6795203,Senko Group Holdings Co. Ltd.,9069,<0.01%,Trucking,JP,---,"$309,542.75","33,200"
,6419600,Heiwa Real Estate Co. Ltd.,8803,<0.01%,Diversified Real Estate Activites,JP,---,"$309,449.94","11,200"
,6356707,Fujikura Ltd.,5803,<0.01%,Electrical Components & Equipment,JP,---,"$309,380.72","111,600"
,BFYGQ44,Daishi Hokuetsu Financial Group Inc.,7327,<0.01%,Regional Banks,JP,---,"$309,290.56","14,950"
,2923804,Universal Corp./VA,UVV,<0.01%,Tobacco,US,---,"$308,823.12","7,374"
,6489465,Kotobuki Spirits Co. Ltd.,2222,<0.01%,Packaged Foods & Meats,JP,---,"$308,639.51","6,000"
,6867760,Swire Pacific Ltd.,87,<0.01%,Diversified Real Estate Activites,HK,---,"$308,301.36","370,000"
,7399369,Virbac SA,VIRP,<0.01%,Pharmaceuticals,FR,---,"$308,231.13","1,332"
,BZ0G875,REGENXBIO Inc.,RGNX,<0.01%,Biotechnology,US,---,"$308,224.00","11,200"
,BF138Q4,Hebei Construction Group Corp. Ltd.,1727,<0.01%,Construction & Engineering,CN,---,"$307,954.84","160,500"
,BD5CPK6,Suning.com Co. Ltd.,002024,<0.01%,Computer & Electronics Retail,CN,---,"$307,789.66","229,700"
,2004185,Abercrombie & Fitch Co.,ANF,<0.01%,Apparel Retail,US,---,"$307,574.40","22,080"
